# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,
# Sat Oct 12 01:44:50 2013,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter],,,,,,,,,,,,,,,,,,
# COLUMN pl_radlim:      Planet Radius (limit flag),,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,star,pl_radj,pl_orbsmax,texture,,,,,,,day,pl_orbper,year,pl_discmethod,pl_orbincl,pl_radlim
871,WASP-38,b,0,1.094,0.07522,textures/earth.jpg,-,-,-,-,-,-,,6.871815,0.01882689,Transit,88.69,0
872,WASP-39,b,0,1.27,0.0486,textures/earth.jpg,-,-,-,-,-,-,,4.055259,0.011110299,Transit,87.83,0
873,WASP-41,b,0,1.2,0.0402,textures/earth.jpg,-,-,-,-,-,-,,3.052401,0.008362742,Transit,87.7,0
874,WASP-42,b,0,1.08,0.0548,textures/earth.jpg,-,-,-,-,-,-,,4.9816872,0.013648458,Transit,88.25,0
875,WASP-43,b,0,0.93,0.0142,textures/earth.jpg,-,-,-,-,-,-,,0.813475,0.002228699,Transit,82.6,0
876,WASP-44,b,0,1.14,0.03473,textures/earth.jpg,-,-,-,-,-,-,,2.4238039,0.006640559,Transit,86.02,0
877,WASP-45,b,0,1.16,0.04054,textures/earth.jpg,-,-,-,-,-,-,,3.1260876,0.008564624,Transit,84.47,0
878,WASP-46,b,0,1.31,0.02448,textures/earth.jpg,-,-,-,-,-,-,,1.43037,0.003918822,Transit,82.63,0
879,WASP-47,b,0,1.15,0.052,textures/earth.jpg,-,-,-,-,-,-,,4.1591399,0.011394904,Transit,89.2,0
880,WASP-48,b,0,1.67,0.03444,textures/earth.jpg,-,-,-,-,-,-,,2.143634,0.00587297,Transit,80.09,0
881,WASP-49,b,0,1.115,0.0379,textures/earth.jpg,-,-,-,-,-,-,,2.7817387,0.007621202,Transit,84.89,0
882,WASP-50,b,0,1.153,0.02945,textures/earth.jpg,-,-,-,-,-,-,,1.9550959,0.005356427,Transit,84.74,0
883,WASP-52,b,0,1.27,0.0272,textures/earth.jpg,-,-,-,-,-,-,,1.7497798,0.004793917,Transit,85.35,0
884,WASP-54,b,0,1.653,0.04987,textures/earth.jpg,-,-,-,-,-,-,,3.6936411,0.010119565,Transit,84.97,0
885,WASP-55,b,0,1.3,0.0533,textures/earth.jpg,-,-,-,-,-,-,,4.465633,0.012234611,Transit,89.2,0
886,WASP-56,b,0,1.092,0.05458,textures/earth.jpg,-,-,-,-,-,-,,4.617101,0.012649592,Transit,88.5,0
887,WASP-57,b,0,0.916,0.0386,textures/earth.jpg,-,-,-,-,-,-,,2.838971,0.007778003,Transit,88,0
888,WASP-58,b,0,1.37,0.0561,textures/earth.jpg,-,-,-,-,-,-,,5.01718,0.013745699,Transit,87.4,0
889,WASP-59,b,0,0.775,0.0697,textures/earth.jpg,-,-,-,-,-,-,,7.919585,0.021697493,Transit,89.27,0
890,WASP-60,b,0,0.86,0.0531,textures/earth.jpg,-,-,-,-,-,-,,4.3050011,0.011794524,Transit,87.9,0
891,WASP-61,b,0,1.24,0.0514,textures/earth.jpg,-,-,-,-,-,-,,3.8559,0.01056411,Transit,89.35,0
892,WASP-62,b,0,1.39,0.0567,textures/earth.jpg,-,-,-,-,-,-,,4.411953,0.012087542,Transit,88.3,0
893,WASP-63,b,0,1.43,0.0574,textures/earth.jpg,-,-,-,-,-,-,,4.37809,0.011994767,Transit,87.8,0
894,WASP-64,b,0,1.271,0.02648,textures/earth.jpg,-,-,-,-,-,-,,1.5732918,0.004310388,Transit,86.57,0
895,WASP-65,b,0,1.112,0.0334,textures/earth.jpg,-,-,-,-,-,-,,2.3114243,0.006332669,Transit,88.8,0
896,WASP-66,b,0,1.39,0.0546,textures/earth.jpg,-,-,-,-,-,-,,4.086052,0.011194663,Transit,85.9,0
897,WASP-67,b,0,1.4,0.0517,textures/earth.jpg,-,-,-,-,-,-,,4.61442,0.012642247,Transit,85.8,0
898,WASP-71,b,0,1.46,0.04619,textures/earth.jpg,-,-,-,-,-,-,,2.9036747,0.007955273,Transit,84.9,0
899,WASP-72,b,0,1.27,0.03708,textures/earth.jpg,-,-,-,-,-,-,,2.2167421,0.006073266,Transit,81.6,0
900,WASP-75,b,0,1.27,0.0375,textures/earth.jpg,-,-,-,-,-,-,,2.484193,0.006806008,Transit,82,0
901,WASP-77A,b,0,1.21,0.024,textures/earth.jpg,-,-,-,-,-,-,,1.3600309,0.003726112,Transit,89.4,0
902,WASP-78,b,0,1.7,0.0362,textures/earth.jpg,-,-,-,-,-,-,,2.17517632,0.005959387,Transit,83.2,0
903,WASP-79,b,0,2.09,0.0535,textures/earth.jpg,-,-,-,-,-,-,,3.6623866,0.010033936,Transit,83.3,0
904,WASP-80,b,0,0.952,0.0346,textures/earth.jpg,-,-,-,-,-,-,,3.0678504,0.00840507,Transit,89.92,0
905,WD 0806-661,b,0,,2500,textures/earth.jpg,-,-,-,-,-,-,,,,Imaging,,
906,WTS-1,b,0,1.49,0.047,textures/earth.jpg,-,-,-,-,-,-,,3.352057,0.009183718,Transit,85.5,0
907,XO-1,b,0,1.21,0.049,textures/earth.jpg,-,-,-,-,-,-,,3.94150685,0.010798649,Transit,88.8,0
908,XO-2,b,0,0.996,0.0368,textures/earth.jpg,-,-,-,-,-,-,,2.615864,0.007166751,Transit,,0
909,XO-3,b,0,1.217,0.0454,textures/earth.jpg,-,-,-,-,-,-,,3.1915239,0.008743901,Transit,84.2,0
910,XO-4,b,0,1.33,,textures/earth.jpg,-,-,-,-,-,-,,4.1250828,0.011301597,Transit,88.8,0
911,XO-5,b,0,1.109,0.0488,textures/earth.jpg,-,-,-,-,-,-,,4.187757,0.011473307,Transit,86.7,0
